,first,second,label
92,[31506],[27845],1
93,[27845],[31506],1
94,[27845],[31717],1
95,[31717],[27845],1
96,[33731],[27845],1
97,[27845],[33731],1
98,[27845],[34126],1
99,[34126],[27845],1
100,[27845],[34134],1
101,[34134],[27845],1
102,[40604],[27845],1
103,[27845],[40604],1
104,[43875],[27845],1
105,[27845],[43875],1
106,[28378],[34134],1
107,[34134],[28378],1
108,[28378],[43875],1
109,[43875],[28378],1
110,[30192],[49044],1
111,[49044],[30192],1
112,[31506],[34126],1
113,[34126],[31506],1
114,[31506],[34134],1
115,[34134],[31506],1
116,[31506],[43875],1
117,[43875],[31506],1
118,[33731],[31717],1
119,[31717],[33731],1
120,[31717],[34126],1
121,[34126],[31717],1
122,[31717],[34134],1
123,[34134],[31717],1
124,[43875],[31717],1
125,[31717],[43875],1
126,[33731],[34126],1
127,[34126],[33731],1
128,[33731],[34134],1
129,[34134],[33731],1
130,[43875],[33731],1
131,[33731],[43875],1
132,[43875],[34126],1
133,[34126],[43875],1
134,[38192],[34134],1
135,[34134],[38192],1
136,[43875],[34134],1
137,[34134],[43875],1
138,[47888],[34134],1
139,[34134],[47888],1
140,[38192],[43875],1
141,[43875],[38192],1
142,[47888],[43875],1
143,[43875],[47888],1
144,"[43875, 3020]",[34134],1
145,"[43875, 34134]",[3020],1
146,"[3020, 34134]",[43875],1
147,[43875],"[3020, 34134]",1
148,[3020],"[43875, 34134]",1
149,[34134],"[43875, 3020]",1
150,[14211],[3020],2
151,[3020],[14211],2
152,[3020],[27845],2
153,[27845],[3020],2
154,[3020],[34134],2
155,[34134],[3020],2
156,[43875],[3020],2
157,[3020],[43875],2
158,[47888],[3020],2
159,[3020],[47888],2
160,[5114],[34134],2
161,[34134],[5114],2
162,[5114],[43875],2
163,[43875],[5114],2
164,[5491],[27845],2
165,[27845],[5491],2
166,[30192],[5491],2
167,[5491],[30192],2
168,[37003],[5491],2
169,[5491],[37003],2
170,[43875],[5491],2
171,[5491],[43875],2
172,[5491],[49044],2
173,[49044],[5491],2
174,[9076],[27845],2
175,[27845],[9076],2
176,[14211],[34134],2
177,[34134],[14211],2
178,[43875],[14211],2
179,[14211],[43875],2
180,[14491],[27845],2
181,[27845],[14491],2
182,[14491],[34134],2
183,[34134],[14491],2
184,[43875],[14491],2
185,[14491],[43875],2
186,[18176],[19046],2
187,[19046],[18176],2
188,[18176],[21162],2
189,[21162],[18176],2
190,[18176],[27845],2
191,[27845],[18176],2
192,[21162],[19046],2
193,[19046],[21162],2
194,[21162],[27845],2
195,[27845],[21162],2
196,[22035],[27845],2
197,[27845],[22035],2
198,[30489],[22035],2
199,[22035],[30489],2
200,[22035],[31717],2
201,[31717],[22035],2
202,[22035],[33731],2
203,[33731],[22035],2
204,[22035],[34126],2
205,[34126],[22035],2
206,[22035],[34134],2
207,[34134],[22035],2
208,[43875],[22035],2
209,[22035],[43875],2
210,[22969],[27845],2
211,[27845],[22969],2
212,[23025],[27845],2
213,[27845],[23025],2
214,[25890],[27845],2
215,[27845],[25890],2
216,[27156],[27845],2
217,[27845],[27156],2
218,[30489],[27845],2
219,[27845],[30489],2
220,[31506],[27845],2
221,[27845],[31506],2
222,[27845],[31717],2
223,[31717],[27845],2
224,[33731],[27845],2
225,[27845],[33731],2
226,[27845],[34126],2
227,[34126],[27845],2
228,[27845],[34134],2
229,[34134],[27845],2
230,[40604],[27845],2
231,[27845],[40604],2
232,[43875],[27845],2
233,[27845],[43875],2
234,[28378],[34134],2
235,[34134],[28378],2
236,[28378],[43875],2
237,[43875],[28378],2
238,[30192],[49044],2
239,[49044],[30192],2
240,[31506],[34126],2
241,[34126],[31506],2
242,[31506],[34134],2
243,[34134],[31506],2
244,[31506],[43875],2
245,[43875],[31506],2
246,[33731],[31717],2
247,[31717],[33731],2
248,[31717],[34126],2
249,[34126],[31717],2
250,[31717],[34134],2
251,[34134],[31717],2
252,[43875],[31717],2
253,[31717],[43875],2
254,[33731],[34126],2
255,[34126],[33731],2
256,[33731],[34134],2
257,[34134],[33731],2
258,[43875],[33731],2
259,[33731],[43875],2
260,[43875],[34126],2
261,[34126],[43875],2
262,[38192],[34134],2
263,[34134],[38192],2
264,[43875],[34134],2
265,[34134],[43875],2
266,[47888],[34134],2
267,[34134],[47888],2
268,[38192],[43875],2
269,[43875],[38192],2
270,[47888],[43875],2
271,[43875],[47888],2
272,"[43875, 3020]",[34134],2
273,"[43875, 34134]",[3020],2
274,"[3020, 34134]",[43875],2
275,[43875],"[3020, 34134]",2
276,[3020],"[43875, 34134]",2
277,[34134],"[43875, 3020]",2
278,[6184],[196],3
279,[196],[6184],3
280,[8048],[6184],3
281,[6184],[8048],3
282,[6184],[8571],3
283,[8571],[6184],3
284,[6184],[9076],3
285,[9076],[6184],3
286,[6184],[11759],3
287,[11759],[6184],3
288,[6184],[12341],3
289,[12341],[6184],3
290,[6184],[19691],3
291,[19691],[6184],3
292,[6184],[21292],3
293,[21292],[6184],3
294,[6184],[30827],3
295,[30827],[6184],3
296,[6184],[35561],3
297,[35561],[6184],3
298,[6184],[43352],3
299,[43352],[6184],3
300,[8048],[8571],3
301,[8571],[8048],3
302,[8048],[12341],3
303,[12341],[8048],3
304,[8048],[21292],3
305,[21292],[8048],3
306,[8048],[30827],3
307,[30827],[8048],3
308,[8048],[43352],3
309,[43352],[8048],3
310,[8571],[12341],3
311,[12341],[8571],3
312,[8571],[21292],3
313,[21292],[8571],3
314,[43352],[8571],3
315,[8571],[43352],3
316,[9076],[12341],3
317,[12341],[9076],3
318,[43352],[9076],3
319,[9076],[43352],3
320,[43352],[11759],3
321,[11759],[43352],3
322,[19691],[12341],3
323,[12341],[19691],3
324,[21195],[12341],3
325,[12341],[21195],3
326,[21292],[12341],3
327,[12341],[21292],3
328,[30827],[12341],3
329,[12341],[30827],3
330,[35561],[12341],3
331,[12341],[35561],3
332,[43352],[12341],3
333,[12341],[43352],3
334,[43352],[19691],3
335,[19691],[43352],3
336,[30827],[21292],3
337,[21292],[30827],3
338,[43352],[21292],3
339,[21292],[43352],3
340,[43352],[30827],3
341,[30827],[43352],3
342,[43352],[35561],3
343,[35561],[43352],3
344,"[8048, 6184]",[12341],3
345,"[8048, 12341]",[6184],3
346,"[6184, 12341]",[8048],3
347,[8048],"[6184, 12341]",3
348,[6184],"[8048, 12341]",3
349,[12341],"[8048, 6184]",3
350,"[8048, 6184]",[43352],3
351,"[8048, 43352]",[6184],3
352,"[6184, 43352]",[8048],3
353,[8048],"[6184, 43352]",3
354,[6184],"[8048, 43352]",3
355,[43352],"[8048, 6184]",3
356,"[6184, 30827]",[12341],3
357,"[6184, 12341]",[30827],3
358,"[30827, 12341]",[6184],3
359,[6184],"[30827, 12341]",3
360,[30827],"[6184, 12341]",3
361,[12341],"[6184, 30827]",3
362,"[6184, 43352]",[12341],3
363,"[6184, 12341]",[43352],3
364,"[43352, 12341]",[6184],3
365,[6184],"[43352, 12341]",3
366,[43352],"[6184, 12341]",3
367,[12341],"[6184, 43352]",3
368,"[8048, 30827]",[12341],3
369,"[8048, 12341]",[30827],3
370,"[30827, 12341]",[8048],3
371,[8048],"[30827, 12341]",3
372,[30827],"[8048, 12341]",3
373,[12341],"[8048, 30827]",3
374,"[8048, 43352]",[12341],3
375,"[8048, 12341]",[43352],3
376,"[43352, 12341]",[8048],3
377,[8048],"[43352, 12341]",3
378,[43352],"[8048, 12341]",3
379,[12341],"[8048, 43352]",3
380,"[43352, 21292]",[12341],3
381,"[43352, 12341]",[21292],3
382,"[21292, 12341]",[43352],3
383,[43352],"[21292, 12341]",3
384,[21292],"[43352, 12341]",3
385,[12341],"[43352, 21292]",3
386,"[43352, 30827]",[12341],3
387,"[43352, 12341]",[30827],3
388,"[30827, 12341]",[43352],3
389,[43352],"[30827, 12341]",3
390,[30827],"[43352, 12341]",3
391,[12341],"[43352, 30827]",3
392,[44632],[14947],4
393,[14947],[44632],4
394,[21709],[20119],4
395,[20119],[21709],4
396,[26620],[20119],4
397,[20119],[26620],4
398,[35221],[20119],4
399,[20119],[35221],4
400,[44632],[20119],4
401,[20119],[44632],4
402,[26620],[21709],4
403,[21709],[26620],4
404,[21709],[35221],4
405,[35221],[21709],4
406,[44632],[21709],4
407,[21709],[44632],4
408,[26620],[35221],4
409,[35221],[26620],4
410,[44632],[26620],4
411,[26620],[44632],4
412,[44632],[27086],4
413,[27086],[44632],4
414,[44632],[30489],4
415,[30489],[44632],4
416,[31717],[34126],4
417,[34126],[31717],4
418,[44632],[35221],4
419,[35221],[44632],4
420,"[44632, 35221]",[20119],4
421,"[44632, 20119]",[35221],4
422,"[35221, 20119]",[44632],4
423,[44632],"[35221, 20119]",4
424,[35221],"[44632, 20119]",4
425,[20119],"[44632, 35221]",4
426,"[44632, 35221]",[21709],4
427,"[44632, 21709]",[35221],4
428,"[21709, 35221]",[44632],4
429,[44632],"[21709, 35221]",4
430,[35221],"[44632, 21709]",4
431,[21709],"[44632, 35221]",4
432,"[44632, 26620]",[35221],4
433,"[44632, 35221]",[26620],4
434,"[26620, 35221]",[44632],4
435,[44632],"[26620, 35221]",4
436,[26620],"[44632, 35221]",4
437,[35221],"[44632, 26620]",4
