user_id,label
1793,0
1795,0
1809,2
1814,0
1815,2
1819,0
1830,4
1833,0
1837,0
1838,0
1840,0
1850,2
1859,4
1862,0
1866,0
1868,0
1886,4
1890,0
1899,2
1909,0
1911,0
1916,0
1927,0
1930,0
1941,2
1943,0
1948,0
1951,0
1953,0
1955,0
1958,0
1965,3
1967,0
1971,0
1982,0
1983,0
1987,3
1990,0
1992,0
1993,2
2010,0
2011,0
2013,0
2019,0
2022,0
2024,0
2031,4
2033,0
2039,0
2041,2
2049,0
2055,4
2057,4
2075,0
2094,0
2098,0
2100,0
2102,0
2118,2
2130,4
2157,0
2160,0
2162,0
2163,0
2166,2
2175,4
2180,2
2183,0
2184,0
2192,0
2193,4
2211,0
2212,0
2215,0
2216,4
2217,0
2225,0
2229,1
2231,0
2233,4
2237,3
2241,4
2242,0
2244,2
2245,0
2253,0
2255,0
2258,4
2262,0
2268,0
2278,0
2286,0
2293,4
2294,0
2304,1
2307,0
2310,0
2313,4
2335,1
2336,0
2344,0
2350,2
2355,0
2357,2
2362,0
2365,4
2366,0
2371,2
2383,0
2387,0
2394,3
2396,0
2397,0
2399,0
2405,0
2409,0
2413,0
2415,2
2428,0
2435,2
2436,0
2439,0
2440,4
2446,0
2456,2
2468,4
2473,4
2474,2
2476,4
2483,1
2488,1
2489,0
2495,2
2496,0
2497,0
2501,0
2505,0
2514,0
2518,2
2524,0
2531,0
2533,2
2535,0
2539,0
2546,0
2550,0
2553,0
2555,4
2556,0
2561,2
2562,3
2566,0
2574,0
2584,2
2588,2
2591,0
2592,0
2593,0
2596,2
2604,0
2609,4
2611,0
2626,0
2627,4
2638,0
2646,0
2649,0
2650,0
2655,0
2658,0
2663,0
2676,2
2688,4
2689,0
2690,0
2701,0
2706,0
2712,2
2720,0
2735,0
2764,0
2765,0
2770,0
2774,0
2779,0
2785,0
2786,0
2799,1
2802,0
2805,0
2807,4
2808,0
2821,0
2825,0
2827,0
2830,0
2834,4
2847,0
2849,4
2857,0
2866,4
2868,0
2879,3
2882,0
2885,4
2899,0
2903,2
2904,0
2914,0
2916,0
2917,4
2926,0
2930,4
2935,3
2936,0
2939,0
2941,0
2947,0
2951,2
2952,0
2961,0
2964,2
2965,0
2967,0
2974,2
2976,0
2978,0
2985,0
2989,0
2991,0
3004,0
3007,0
3011,0
3016,0
3018,3
3044,0
3067,0
3080,0
3094,0
3097,0
3098,0
3100,0
3103,0
3106,0
3107,0
3108,0
3117,0
3118,2
3120,0
3148,0
3152,1
3154,0
3167,0
3178,2
3183,0
3184,4
3190,0
3194,2
3199,0
3210,0
3213,0
3219,0
3220,0
3221,3
3223,0
3225,0
3226,0
3228,0
3235,0
3242,2
3252,0
3255,0
3256,4
3269,0
3273,0
3275,0
3277,0
3283,0
3285,0
3289,4
3296,0
3298,2
3306,0
3309,2
3312,0
3321,0
3326,0
3338,2
3350,0
3358,0
3375,2
3377,0
3378,0
3384,0
3387,4
3394,0
3406,2
3412,0
3417,1
3418,0
3420,0
3422,0
3428,4
3431,1
3435,0
3438,0
3439,0
3452,0
3456,4
3461,4
3464,3
3467,0
3475,0
3481,0
3484,0
3485,0
3490,0
3492,2
3497,2
3500,0
3503,0
3509,2
3510,0
3512,0
3514,0
3523,0
3530,4
3531,0
3536,2
3538,2
3543,2
3544,2
3548,3
3549,0
3551,2
3558,0
3562,0
3571,0
3579,4
3584,0
3593,0
3594,0
3597,4
3600,2
3602,2
3605,2
3606,0
3612,0
3614,0
3617,0
3621,4
3626,0
3634,0
3648,4
3651,0
3652,0
3659,0
3660,0
3663,1
3664,4
3667,0
3676,0
3680,0
3682,0
3690,0
3718,2
3725,0
3726,0
3729,0
3733,2
3740,0
3741,0
3742,0
3744,0
3745,0
3749,1
3753,4
3762,4
3770,0
3777,0
3782,2
3787,0
3794,2
3801,0
3803,2
3804,0
3807,2
3826,2
3827,0
3830,2
3838,0
3849,0
3856,2
3874,2
3880,4
3884,4
3888,2
3890,0
3905,4
3916,4
3920,0
3939,0
3950,4
3960,0
3964,0
3974,2
3979,4
3980,0
3985,2
3990,0
4000,0
4004,4
4006,0
4014,4
4021,0
4024,0
4030,0
4041,0
4044,0
4050,0
4054,2
4067,0
4069,0
4072,0
4076,0
4087,0
4090,0
4098,0
4099,0
4108,0
4115,0
4117,0
4118,2
4119,0
4122,0
4127,0
4130,0
4148,3
4157,2
4163,0
4166,4
4170,0
4176,0
4177,0
4179,0
4187,0
4192,2
4193,0
4194,4
4196,0
4199,0
4208,4
4213,0
4220,0
4223,0
4224,4
4228,0
4229,0
4238,3
4246,2
4255,2
4266,0
4267,3
4273,0
4281,0
4284,0
4294,4
4297,2
4299,0
4300,2
4312,2
4320,0
4323,0
4325,0
4326,0
4333,4
4335,2
4344,0
4345,0
4347,0
4356,2
4358,0
4362,0
4363,0
4368,4
4369,2
4375,0
4377,0
4382,0
4390,4
4399,0
4400,4
4413,0
4415,2
4417,2
4418,0
4424,0
4425,4
4427,2
4441,0
4442,0
4457,0
4459,0
4466,0
4474,2
4477,1
4486,0
4490,0
4499,0
4503,0
4507,0
4522,1
4527,0
4530,0
4531,0
4541,0
4543,2
4544,2
4548,4
4557,0
4558,0
4562,2
4563,0
4578,2
4584,0
4591,2
4593,0
4596,0
4599,0
4602,0
4607,0
4610,0
4611,0
4613,2
4617,0
4618,0
4625,2
4629,2
4631,0
4645,0
4646,0
4647,2
4650,0
4651,4
4653,0
4655,3
4659,0
4661,0
4663,2
4671,0
4674,0
4682,4
4692,3
4693,0
4694,2
4697,0
4699,3
4701,0
4703,2
4705,0
4709,0
4711,0
4713,0
4720,0
4724,0
4731,0
4735,0
4743,0
4752,0
4758,0
4762,0
4764,0
4772,0
4781,2
4785,0
4789,0
4807,0
4809,0
4825,2
4827,0
4839,0
4843,2
4844,0
4851,0
4855,4
4860,2
4865,0
4869,4
4875,0
4877,0
4878,0
4886,0
4904,0
4934,0
4941,0
4944,2
4948,0
4949,0
4966,0
4967,0
4968,4
4969,0
4974,2
4980,0
4984,2
4993,4
4994,0
4997,0
5000,3
5002,2
5003,4
5017,0
5023,0
5025,0
5030,2
5042,0
5051,0
5058,0
5060,0
5070,0
5077,0
5081,0
5089,2
5095,0
5101,0
5103,0
5108,0
5129,0
5133,0
5144,4
5148,0
5151,0
5156,2
5159,2
5168,0
5174,1
5183,0
5189,0
5191,0
5193,4
5195,2
5198,1
5199,0
5209,0
5210,0
5211,0
5217,0
5220,4
5221,0
5224,4
5226,0
5228,2
5236,3
5237,0
5241,0
5249,4
5253,4
5256,0
5258,2
5260,0
5266,0
5271,2
5278,0
5279,0
5283,3
5285,0
5287,2
5288,0
5293,2
5296,0
5299,0
5301,2
5303,0
5304,0
5307,2
5308,0
5314,4
5316,0
5320,0
5325,0
5328,4
5329,0
5330,0
5335,2
5338,0
5341,3
5342,0
5353,2
5355,0
5356,4
5357,0
5360,2
5361,0
5362,2
5363,0
5367,0
5375,0
5377,0
5381,0
5382,4
5392,0
5400,0
5402,4
5406,4
5408,0
5410,0
5430,0
5434,0
5440,0
5443,0
5449,0
5453,0
5458,0
5461,0
5466,0
5469,0
5483,0
5487,0
5489,0
5491,2
5492,1
5493,0
5494,4
5500,0
5502,1
5510,0
5519,2
5525,4
5529,0
5540,0
5541,2
5547,3
5557,2
5558,2
5561,0
5562,0
5580,0
5583,0
5587,0
5588,3
5589,0
5599,2
5602,0
5607,0
5613,0
5614,3
5629,0
5634,0
5639,0
5641,2
5644,0
5646,2
5651,2
5659,0
5665,0
5669,0
5672,2
5680,2
5684,2
5692,0
5705,0
5712,4
5714,0
5715,0
5721,0
5728,0
5731,2
5732,0
5738,2
5745,0
5756,0
5760,4
5762,2
5765,0
5769,0
5776,0
5779,0
5785,4
5792,4
5802,0
5809,0
5814,4
5818,0
5824,0
5825,0
5847,0
5848,0
5854,0
5860,0
5873,0
5886,0
5891,0
5897,1
5900,0
5912,0
5913,0
5921,0
5927,0
5932,0
5937,0
5939,0
5942,0
5946,0
5948,0
5950,0
5953,0
5955,0
5956,2
5960,2
5961,1
5963,4
5971,0
5972,4
5978,0
5980,2
5982,0
5992,0
5994,0
6002,2
6003,0
6004,3
6008,0
6010,0
6012,0
6015,0
6025,0
6045,0
6059,0
6060,0
6063,0
6064,0
6066,0
6069,2
6072,3
6074,0
6084,0
6085,0
6087,2
6094,4
6107,2
6118,0
6131,0
6139,2
6142,0
6144,0
6146,2
6150,0
6158,0
6163,0
6171,4
6175,0
6186,0
6188,0
6193,2
6208,4
6216,2
6218,0
6227,0
6229,2
6240,4
6241,2
6244,0
6248,0
6250,0
6254,0
6256,0
6268,4
6271,4
6274,2
6275,0
6285,2
6290,0
6291,0
6295,4
6299,0
6308,3
6317,0
6325,0
6328,0
6330,0
6333,0
6340,2
6345,0
6358,0
6360,3
6363,0
6364,0
6365,0
6368,0
6372,0
6375,0
6378,4
6383,0
6391,4
6398,0
6402,4
6409,2
6410,2
6417,4
6427,0
6433,1
6441,0
6448,0
6449,0
6456,0
6457,4
6463,0
6467,0
6475,0
6479,0
6482,0
6492,0
6494,0
6501,0
6505,0
6511,0
6512,2
6515,0
6522,0
6527,0
6532,0
6537,0
6541,4
6546,2
6549,2
6562,4
6563,2
6565,0
6567,2
6568,2
6573,0
6575,3
6577,0
6587,0
6608,0
6618,0
6623,0
6624,0
6626,2
6629,4
6633,0
6634,0
6638,2
6647,2
6649,0
6650,4
6655,2
6661,0
6664,2
6672,2
6692,4
6693,0
6695,0
6696,0
6697,0
6704,0
6705,0
6710,4
6712,4
6714,4
6721,0
6733,0
6734,4
6738,0
6746,0
6747,2
6748,0
6754,0
6756,0
6764,2
6765,4
6768,0
6769,0
6774,4
6778,0
6779,4
6784,2
6801,4
6803,0
6806,0
6808,0
6810,0
6819,0
6820,0
6821,0
6828,2
6851,0
6860,0
6895,0
6897,0
6899,2
6901,0
6905,0
6907,0
6910,0
6915,4
6921,3
6933,0
6937,4
6938,0
6945,0
6956,2
6961,0
6968,0
6969,0
6978,0
6981,0
6986,0
6987,0
6990,0
6993,0
7002,0
7013,0
7015,0
7019,0
7025,3
7027,2
7038,0
7039,0
7042,0
7044,2
7045,0
7054,3
7058,2
7069,0
7075,0
7076,0
7077,0
7079,0
7084,4
7088,0
7095,0
7103,4
7119,0
7120,0
7130,0
7136,0
7139,2
7144,0
7149,0
7151,4
7168,4
7175,0
7185,0
7191,0
7205,0
7207,0
7209,2
7228,0
7231,0
7233,0
7239,0
7244,0
7245,0
7259,1
7261,0
7262,0
7264,0
7267,0
7278,0
7279,0
7282,2
7285,0
7287,0
7293,0
7296,0
7297,2
7304,0
7305,2
7309,4
7310,2
7314,0
7321,0
7322,0
7326,2
7327,0
7331,0
7336,2
7337,0
7338,4
7342,3
7355,0
7358,0
7359,0
7374,0
7385,0
7386,3
7388,4
7389,2
7392,4
7402,0
7407,0
7410,0
7412,2
7418,0
7419,4
7420,0
7427,0
7429,2
7430,2
7431,0
7436,0
7440,0
7441,0
7442,1
7449,0
7453,3
7460,0
7463,0
7465,4
7470,0
7480,0
7492,4
7497,0
7501,4
7503,1
7504,0
7520,0
7543,0
7544,0
7557,2
7562,2
7563,0
7565,0
7572,4
7579,2
7580,0
7581,0
7584,4
7587,2
7597,0
7600,3
7601,0
7603,0
7608,4
7618,3
7632,0
7636,2
7637,0
7641,0
7643,0
7647,0
7649,0
7655,2
7658,2
7660,0
7665,0
7676,4
7684,4
7685,4
7693,0
7695,0
7696,0
7701,4
7703,0
7709,0
7711,0
7713,0
7720,0
7732,0
7738,4
7739,0
7743,0
7744,4
7746,3
7751,0
7757,0
7762,0
7767,0
7774,0
7775,0
7777,0
7792,2
7806,0
7809,0
7810,0
7816,3
7818,0
7821,2
7823,0
7827,2
7831,2
7832,0
7833,0
7839,0
7846,3
7847,4
7853,1
7855,0
7871,0
7874,0
7875,0
7890,0
7892,0
7896,0
7903,2
7907,0
7908,2
7910,0
7911,0
7912,0
7923,0
7924,1
7926,0
7927,0
7958,0
7961,4
7962,0
7967,0
7971,0
7981,3
8007,0
8012,0
8014,0
8022,0
8028,0
8033,2
8046,0
8054,0
8058,2
8059,0
8061,0
8070,4
8072,0
8079,3
8085,0
8086,3
8091,0
8094,0
8100,0
8105,0
8106,0
8110,4
8116,0
8118,0
8121,0
8132,0
8141,0
8142,0
8144,0
8148,0
8156,0
8158,0
8161,0
8167,0
8170,0
8173,0
8180,0
8182,2
8185,0
8187,0
8198,0
8199,4
8207,0
8209,0
8211,0
8215,4
8216,0
8220,0
8221,1
8224,2
8228,2
8232,0
8237,2
8240,0
8241,0
8243,0
8245,0
8248,0
8257,2
8265,4
8267,0
8270,2
8273,2
8274,0
8275,0
8278,0
8280,0
8282,0
8289,0
8290,0
8300,4
8303,3
8308,0
8310,0
8320,0
8323,4
8334,0
8337,0
8338,0
8340,2
8349,0
8351,0
8354,2
8355,0
8356,0
8357,0
8359,2
8362,0
8364,0
8365,0
8388,0
8392,0
8394,0
8396,0
8406,4
8414,4
8417,0
8418,0
8419,0
8420,0
8422,0
8425,0
8431,0
8432,0
8433,0
8435,0
8436,0
8440,2
8442,0
8448,3
8450,0
8454,2
8479,0
8485,0
8492,2
8494,0
8500,4
8502,4
8506,2
8516,0
8518,3
8524,0
8527,0
8530,2
8533,2
8535,0
8537,0
8545,0
8548,0
8551,0
8578,0
8588,2
8589,0
8596,0
8601,0
8611,0
8627,4
8639,0
8650,3
8651,0
8652,0
8656,0
8657,0
8661,0
8662,2
8664,0
8671,0
8672,0
8677,2
8678,0
8687,0
8693,0
8703,3
8706,2
8723,4
8727,2
8730,0
8736,0
8737,0
8742,0
8746,1
8747,0
8748,0
8752,0
8761,2
8763,2
8765,4
8770,0
8777,2
8779,0
8782,0
8787,0
8790,4
8792,0
8801,2
8803,0
8805,2
8806,0
8810,3
8812,1
8814,4
8816,0
8832,0
8841,0
8842,0
8843,4
8844,0
8845,2
8846,0
8849,2
8852,0
8855,3
8856,0
8868,0
8871,2
8873,0
8893,0
8894,0
8896,4
8903,4
8910,0
8914,0
8920,2
8924,0
8930,2
8934,0
8939,0
8941,0
8944,0
8946,0
8957,0
8959,0
8975,2
8982,0
8984,0
8986,0
8991,3
8999,2
9004,2
9006,0
9007,4
9011,0
9029,3
9036,4
9049,0
9055,0
9058,2
9062,0
9066,0
9070,1
9082,0
9083,0
9084,0
9095,4
9097,0
9104,0
9106,0
9119,4
9135,0
9141,2
9142,0
9143,0
9148,2
9152,0
9158,0
9163,2
9172,0
9174,0
9185,0
9192,0
9194,0
9195,0
9197,0
9199,2
9208,0
9209,0
9213,0
9214,0
9220,0
9221,4
9238,0
9239,2
9244,0
9249,1
9250,0
9251,2
9257,0
9259,0
9261,0
9274,0
9279,0
9290,0
9291,0
9292,0
9303,0
9320,0
9321,2
9326,0
9330,0
9333,0
9338,0
9341,0
9352,0
9364,0
9365,2
9372,2
9376,0
9378,0
9382,4
9410,0
9413,2
9415,0
9420,0
9422,0
9429,2
9432,4
9436,0
9437,0
9441,0
9452,0
9459,0
9461,0
9465,0
9468,0
9473,0
9476,0
9481,0
9482,0
9486,2
9493,0
9500,3
9501,4
9503,0
9509,3
9512,0
9513,0
9514,0
9516,1
9519,0
9520,0
9530,2
9531,2
9533,0
9534,0
9536,1
9541,0
9543,0
9552,0
9561,2
9573,0
9577,0
9589,4
9613,0
9615,0
9618,0
9628,4
9642,0
9655,0
9657,0
9658,0
9667,0
9675,2
9676,0
9682,0
9692,0
9703,2
9709,4
9719,2
9720,4
9724,2
9725,0
9729,0
9734,0
9743,2
9746,0
9752,0
9757,2
9760,0
9773,0
9786,2
9788,0
9792,4
9798,0
9806,0
9816,0
9817,0
9825,0
9829,2
9832,0
9841,0
9852,0
9858,4
9875,0
9882,0
9885,4
9898,0
9902,4
9905,4
9907,0
9910,0
9911,0
9913,0
9929,2
9938,2
9939,0
9941,0
9945,0
9950,0
9957,2
9960,2
9961,0
9965,0
9974,2
9978,2
9981,4
9984,0
10000,0
10011,2
10020,0
10025,2
10027,0
10030,0
10031,0
10034,0
10036,4
10037,0
10044,0
10046,0
10047,0
10063,2
10064,2
10071,0
10074,0
10075,4
10083,0
10087,2
10102,2
10108,4
10114,0
10118,0
10124,0
10132,0
10134,0
10137,0
10142,0
10150,4
10156,0
10157,0
10158,0
10163,1
10171,0
10172,2
10179,0
10210,4
10212,4
10215,0
10218,0
10220,0
10221,0
10224,3
10226,2
10233,0
10235,0
10236,0
10238,4
10241,0
10244,0
10252,0
10259,0
10265,0
10291,4
10292,4
10293,0
10302,0
10312,4
10323,0
10341,0
10344,0
10345,1
10352,2
10355,0
10358,1
10370,0
10373,0
10374,4
10378,0
10379,4
10384,0
10385,2
10393,2
10396,0
10397,0
10400,3
10413,0
10419,0
10429,4
10431,0
10433,0
10438,0
10445,1
10447,0
10451,2
10463,0
10476,2
10492,2
10497,0
10502,0
10506,0
10518,0
10519,0
10521,0
10531,0
10535,0
10539,0
10546,3
10547,0
10548,2
10567,0
10573,0
10579,0
10580,2
10590,0
10592,4
10595,0
10598,0
10600,0
10602,0
10604,0
10605,2
10606,0
10607,0
10611,0
10613,4
10617,0
10626,4
10632,4
10635,0
10639,1
10643,3
10646,2
10647,3
10649,0
10660,0
10663,0
10666,2
10669,0
10683,0
10691,0
10695,4
10704,2
10707,0
10712,0
10713,2
10726,0
10738,2
10741,0
10743,0
10744,0
10747,0
10750,0
10755,0
10757,0
10760,0
10776,0
10782,0
10783,0
10786,0
10789,0
10791,0
10800,2
10804,2
10811,0
10813,0
10817,2
10818,0
10822,0
10824,4
10826,0
10827,0
10828,0
10830,2
10839,0
10840,2
10850,0
10859,0
10861,0
10867,0
10868,0
10869,0
10873,0
10875,0
10886,0
10888,0
10889,0
10899,0
10905,1
10909,1
10913,0
10915,0
10921,4
10925,0
10926,2
10927,0
10934,4
10971,1
10972,2
10992,2
10996,0
10997,0
11000,0
11001,0
11015,0
11018,0
11023,0
11026,0
11027,0
11036,0
11040,0
11044,0
11056,2
11058,0
11062,3
11064,0
11066,2
11068,0
11073,0
11079,0
11080,0
11083,4
11085,0
11098,0
11110,0
11112,3
11117,0
11122,2
11131,0
11142,0
11143,0
11144,0
11155,2
11157,0
11165,0
11170,0
11176,0
11177,2
11180,0
11186,0
11189,0
11195,0
11200,0
11204,0
11205,4
11214,2
11216,0
11221,0
11222,0
11223,0
11225,0
11231,2
11233,1
11235,0
11236,0
11240,0
11243,3
11258,0
11261,0
11266,0
11289,0
11290,0
11292,2
11305,4
11307,0
11309,0
11312,0
11315,1
11334,0
11335,2
11343,1
11349,4
11361,2
11367,0
11375,0
11386,3
11397,0
11399,1
11405,2
11408,3
11412,3
11418,0
11428,4
11431,0
11435,0
11444,4
11445,2
11450,2
11454,3
11455,0
11457,0
11460,0
11464,0
11478,2
11484,4
11496,0
11505,0
11507,0
11511,0
11519,4
11523,0
11525,0
11529,0
11547,0
11552,4
11555,0
11569,0
11574,3
11576,2
11582,0
11588,2
11597,0
11602,2
11603,0
11605,2
11632,0
11637,4
11641,0
11645,0
11647,4
11650,0
11652,2
11660,0
11665,2
11667,2
11678,0
11679,0
11680,0
11686,1
11693,2
11698,0
11715,0
11729,2
11734,2
11742,0
11746,0
11749,0
11751,4
11755,3
11767,0
11770,2
11772,0
11774,0
11776,0
11785,2
11786,2
11796,0
11798,0
11799,0
11800,0
11808,2
11809,4
11813,0
11819,0
11822,0
11823,0
11824,0
11828,0
11839,4
11841,4
11844,0
11845,4
11862,0
11863,0
11866,0
11871,0
11872,0
11873,2
11879,0
11880,2
11883,0
11887,0
11888,0
11894,0
11895,0
11904,0
11905,0
11907,2
11912,1
11913,0
11914,0
11918,0
11924,0
11929,0
11949,0
11950,0
11953,2
11963,2
11964,0
11980,0
11981,2
11997,3
11998,0
12001,4
12004,1
12010,0
12012,0
12016,0
12022,0
12025,0
12040,0
12043,0
12044,0
12046,2
12065,0
12072,0
12074,0
12076,4
12080,2
12084,0
12090,2
12091,0
12094,2
12097,0
12098,0
12102,4
12107,2
12115,0
12118,0
12128,0
12135,0
12146,0
12157,0
12160,2
12162,0
12165,1
12166,0
12173,0
12177,0
12182,2
12184,0
12185,0
12186,0
12188,0
12190,1
12191,4
12202,0
12204,2
12205,0
12209,0
12210,0
12212,0
12214,0
12224,0
12231,0
12232,0
12236,0
12237,0
12239,0
12241,1
12249,0
12256,4
12261,2
12262,0
12266,0
12269,2
12273,0
12279,0
12299,0
12300,2
12309,0
12316,0
12319,0
12325,2
12329,0
12334,0
12339,4
12346,0
12347,0
12356,0
12359,2
12368,0
12370,4
12371,0
12373,0
12375,0
12378,4
12382,0
12386,0
12395,2
12400,0
12406,0
12407,0
12414,0
12416,2
12422,2
12424,3
12428,2
12430,0
12433,0
12435,0
12441,0
12442,0
12446,3
12448,0
12449,0
12469,2
12470,0
12473,0
12475,0
12480,0
12483,0
12484,0
12486,0
12487,2
12490,0
12507,0
12509,2
12512,4
12514,0
12520,2
12528,2
12537,0
12538,0
12544,0
12545,0
12548,0
12549,0
12564,2
12573,0
12585,0
12586,1
12587,0
12602,2
12623,4
12628,1
12637,2
12641,1
12643,2
12657,0
12661,2
12662,0
12664,0
12666,2
12669,0
12670,0
12672,0
12673,0
12674,3
12677,4
12693,2
12702,0
12709,2
12711,2
12726,2
12735,0
12739,1
12752,2
12753,1
12755,0
12759,0
12768,0
12772,0
12781,1
12782,0
12785,0
12801,0
12804,4
12824,4
12825,0
12829,0
12830,0
12831,2
12833,4
12834,0
12836,0
12849,0
12853,2
12856,0
12860,4
12863,3
12865,0
12867,0
12875,0
12879,4
12884,0
12886,0
12889,0
12899,2
12906,2
12916,0
12919,0
12922,2
12924,0
12925,0
12930,0
12936,1
12940,0
12942,0
12943,0
12944,2
12953,0
12954,4
12957,2
12965,2
12976,0
12978,0
12993,0
12995,0
12998,3
13007,0
13010,0
13016,0
13018,0
13024,2
13028,0
13035,0
13037,0
13041,0
13050,2
13051,0
13053,0
13054,0
13055,0
13062,0
13068,0
13072,4
13092,0
13096,2
13097,0
13105,0
13107,2
13112,0
13120,2
13130,0
13131,4
13141,0
13146,4
13149,0
13152,0
13160,0
13161,2
13165,0
13178,0
13183,0
13187,0
13188,0
13189,0
13191,2
13197,2
13204,0
13205,4
13206,0
13207,0
13211,2
13218,1
13225,0
13228,0
13229,2
13230,0
13241,0
13248,2
13253,3
13257,0
13260,2
13263,0
13265,4
13269,0
13275,0
13280,0
13289,0
13309,0
13315,0
13326,4
13329,0
13330,0
13334,0
13335,0
13337,0
13341,0
13348,0
13349,0
13350,2
13354,0
13362,0
13367,4
13383,0
13386,1
13393,2
13406,0
13419,0
13423,2
13427,4
13429,0
13430,3
13432,2
13442,1
13444,0
13445,0
13447,0
13455,0
13456,0
13462,0
13467,0
13477,0
13479,2
13491,2
13493,4
13496,2
13506,3
13509,4
13517,0
13522,4
13523,2
13527,0
13530,2
13531,0
13533,0
13537,0
13548,2
13554,4
13558,0
13559,0
13562,2
13563,4
13585,4
13593,0
13596,0
13607,2
13608,4
13618,0
13620,0
13623,4
13628,0
13634,0
13643,2
13644,0
13650,4
13653,0
13655,0
13670,2
13671,0
13694,4
13701,1
13720,0
13724,3
13729,0
13731,2
13735,0
13736,0
13749,0
13754,0
13757,0
13766,0
13770,0
13773,0
13776,0
13783,0
13784,0
13785,0
13796,0
13797,0
13801,0
13804,1
13813,4
13829,0
13830,0
13834,0
13845,2
13851,0
13855,0
13862,0
13869,0
13882,0
13912,4
13915,0
13919,0
13921,2
13927,0
13929,4
13943,0
13945,0
13947,4
13951,0
13956,4
13958,0
13968,2
13969,2
13980,0
13990,1
13997,0
13998,0
13999,2
14002,2
14012,2
14018,0
14021,2
14031,0
14035,2
14050,0
14053,0
14061,0
14077,0
14080,0
14081,0
14084,2
14091,0
14092,2
14097,1
14106,0
14120,2
14123,0
14127,0
14133,0
14138,0
14156,0
14168,0
14171,0
14172,4
14179,0
14196,4
14198,0
14210,2
14221,0
14224,0
14230,0
14231,2
14232,0
14240,4
14243,1
14246,2
14249,0
14253,4
14263,0
14264,0
14266,1
14268,0
14272,2
14273,0
14275,0
14277,4
14303,2
14305,0
14315,0
14319,0
14321,2
14327,0
14330,0
14332,0
14350,0
14358,2
14359,3
14364,0
14367,0
14369,2
14370,2
14375,0
14383,0
14388,0
14392,2
14396,3
14397,0
14399,0
14401,0
14406,4
14407,0
14414,0
14416,2
14418,3
14428,0
14435,2
14436,0
14437,0
14438,0
14448,4
14452,0
14455,0
14459,0
14470,0
14473,0
14474,0
14476,0
14477,3
14481,0
14483,0
14484,0
14487,2
14489,0
14491,2
14493,0
14494,4
14495,4
14504,0
14505,2
14506,2
14509,2
14510,0
14515,2
14516,0
14517,0
14522,0
14528,0
14529,4
14530,0
14549,0
14552,0
14553,0
14556,0
14565,0
14573,0
14587,0
14590,0
14597,0
14598,0
14603,0
14617,0
14623,0
14631,2
14632,0
14640,0
14646,2
14655,0
14665,4
14668,0
14669,4
14671,2
14678,2
14684,4
