,user_id,label
807,4399,3
808,4400,3
809,4413,0
810,4415,0
811,4417,0
812,4418,3
813,4424,3
814,4425,3
815,4427,0
816,4441,3
817,4442,3
818,4457,3
819,4459,3
820,4466,3
821,4474,0
822,4477,2
823,4486,3
824,4490,3
825,4499,3
826,4503,3
827,4507,3
828,4522,2
829,4527,3
830,4530,3
831,4531,3
832,4541,3
833,4543,0
834,4544,0
835,4548,0
836,4557,3
837,4558,3
838,4562,0
839,4563,3
840,4578,0
841,4584,3
842,4591,0
843,4593,3
844,4596,3
845,4599,3
846,4602,3
847,4607,3
848,4610,3
849,4611,3
850,4613,0
851,4617,3
852,4618,3
853,4625,0
854,4629,0
855,4631,3
856,4645,3
857,4646,3
858,4647,0
859,4650,3
860,4651,3
861,4653,3
862,4655,1
863,4659,3
864,4661,3
865,4663,0
866,4671,3
867,4674,3
868,4682,3
869,4692,1
870,4693,3
871,4694,0
872,4697,3
873,4699,1
874,4701,3
875,4703,0
876,4705,3
877,4709,3
878,4711,3
879,4713,3
880,4720,3
881,4724,3
882,4731,3
883,4735,3
884,4743,3
885,4752,3
886,4758,3
887,4762,3
888,4764,3
889,4772,3
890,4781,0
891,4785,3
892,4789,3
893,4807,3
894,4809,3
895,4825,0
896,4827,3
897,4839,3
898,4843,0
899,4844,3
900,4851,3
901,4855,3
902,4860,0
903,4865,3
904,4869,3
905,4875,3
906,4877,3
907,4878,3
908,4886,3
909,4904,3
910,4934,3
911,4941,3
912,4944,0
913,4948,3
914,4949,3
915,4966,3
916,4967,3
917,4968,3
918,4969,3
919,4974,0
920,4980,3
921,4984,0
922,4993,3
923,4994,3
924,4997,3
925,5000,1
926,5002,0
927,5003,3
928,5017,3
929,5023,3
930,5025,3
931,5030,0
932,5042,3
933,5051,3
934,5058,3
935,5060,3
936,5070,3
937,5077,3
938,5081,3
939,5089,0
940,5095,3
941,5101,3
942,5103,3
943,5108,3
944,5129,3
945,5133,3
946,5144,3
947,5148,3
948,5151,0
949,5156,0
950,5159,0
951,5168,3
952,5174,2
953,5183,3
954,5189,3
955,5191,3
956,5193,0
957,5195,0
958,5198,2
959,5199,3
960,5209,3
961,5210,3
962,5211,3
963,5217,3
964,5220,3
965,5221,3
966,5224,3
967,5226,3
968,5228,0
969,5236,1
970,5237,3
971,5241,3
972,5249,0
973,5253,3
974,5256,3
975,5258,0
976,5260,3
977,5266,3
978,5271,0
979,5278,3
980,5279,3
981,5283,1
982,5285,3
983,5287,0
984,5288,3
985,5293,0
986,5296,3
987,5299,3
988,5301,0
989,5303,3
990,5304,3
991,5307,0
992,5308,3
993,5314,3
994,5316,3
995,5320,3
996,5325,3
997,5328,0
998,5329,3
999,5330,3
1000,5335,0
1001,5338,3
1002,5341,1
1003,5342,3
1004,5353,0
1005,5355,3
1006,5356,0
1007,5357,3
1008,5360,0
1009,5361,3
1010,5362,0
1011,5363,3
1012,5367,3
1013,5375,3
1014,5377,3
1015,5381,3
1016,5382,3
1017,5392,3
1018,5400,3
1019,5402,3
1020,5406,0
1021,5408,3
1022,5410,3
1023,5430,3
1024,5434,3
1025,5440,3
1026,5443,3
1027,5449,3
1028,5453,3
1029,5458,3
1030,5461,3
1031,5466,3
1032,5469,3
1033,5483,3
1034,5487,3
1035,5489,3
1036,5491,0
1037,5492,2
1038,5493,3
1039,5494,3
1040,5500,3
1041,5502,2
1042,5510,3
1043,5519,0
1044,5525,3
1045,5529,3
1046,5540,3
1047,5541,0
1048,5547,1
1049,5557,0
1050,5558,0
1051,5561,3
1052,5562,3
1053,5580,3
1054,5583,3
1055,5587,0
1056,5588,1
1057,5589,3
1058,5599,0
1059,5602,3
1060,5607,3
1061,5613,3
1062,5614,1
1063,5629,3
1064,5634,3
1065,5639,3
1066,5641,0
1067,5644,3
1068,5646,0
1069,5651,0
1070,5659,3
1071,5665,3
1072,5669,3
1073,5672,0
1074,5680,0
1075,5684,0
1076,5692,3
1077,5705,3
1078,5712,3
1079,5714,3
1080,5715,3
1081,5721,3
1082,5728,3
1083,5731,0
1084,5732,3
1085,5738,0
1086,5745,3
1087,5756,3
1088,5760,3
1089,5762,0
1090,5765,3
1091,5769,3
1092,5776,3
1093,5779,3
1094,5785,3
1095,5792,3
1096,5802,3
1097,5809,3
1098,5814,3
1099,5818,3
1100,5824,3
1101,5825,3
1102,5847,3
1103,5848,3
1104,5854,3
1105,5860,3
1106,5873,3
1107,5886,3
1108,5891,3
1109,5897,2
1110,5900,3
1111,5912,3
1112,5913,3
1113,5921,3
1114,5927,0
1115,5932,3
1116,5937,3
1117,5939,3
1118,5942,3
1119,5946,3
1120,5948,3
1121,5950,3
1122,5953,3
1123,5955,0
1124,5956,0
1125,5960,0
1126,5961,2
1127,5963,3
1128,5971,3
1129,5972,3
1130,5978,3
1131,5980,0
1132,5982,3
1133,5992,3
1134,5994,3
1135,6002,0
1136,6003,3
1137,6004,1
1138,6008,3
1139,6010,3
1140,6012,3
1141,6015,3
1142,6025,3
1143,6045,3
1144,6059,3
1145,6060,3
1146,6063,3
1147,6064,3
1148,6066,3
1149,6069,0
1150,6072,1
1151,6074,3
1152,6084,3
1153,6085,3
1154,6087,0
1155,6094,3
1156,6107,0
1157,6118,3
1158,6131,3
1159,6139,0
1160,6142,3
1161,6144,3
1162,6146,0
1163,6150,3
1164,6158,3
1165,6163,3
1166,6171,3
1167,6175,3
1168,6186,3
1169,6188,3
1170,6193,0
1171,6208,3
1172,6216,0
1173,6218,3
1174,6227,3
1175,6229,0
1176,6240,3
1177,6241,0
1178,6244,3
1179,6248,3
1180,6250,3
1181,6254,3
1182,6256,3
1183,6268,3
1184,6271,3
1185,6274,0
1186,6275,3
1187,6285,0
1188,6290,3
1189,6291,3
1190,6295,3
1191,6299,3
1192,6308,1
1193,6317,3
1194,6325,3
1195,6328,3
1196,6330,3
1197,6333,3
1198,6340,0
1199,6345,3
1200,6358,3
1201,6360,1
1202,6363,3
1203,6364,3
1204,6365,3
1205,6368,3
1206,6372,3
1207,6375,3
1208,6378,3
1209,6383,3
1210,6391,0
1211,6398,3
1212,6402,3
1213,6409,0
1214,6410,0
1215,6417,3
1216,6427,3
1217,6433,2
1218,6441,3
1219,6448,3
1220,6449,3
1221,6456,3
1222,6457,3
1223,6463,3
1224,6467,3
1225,6475,3
1226,6479,3
1227,6482,3
1228,6492,3
1229,6494,3
1230,6501,3
1231,6505,3
1232,6511,3
1233,6512,0
1234,6515,3
1235,6522,3
1236,6527,3
1237,6532,3
1238,6537,3
1239,6541,3
1240,6546,0
1241,6549,0
1242,6562,3
1243,6563,0
1244,6565,3
1245,6567,0
1246,6568,0
1247,6573,3
1248,6575,1
1249,6577,3
1250,6587,3
1251,6608,3
1252,6618,3
1253,6623,3
1254,6624,3
1255,6626,0
1256,6629,3
1257,6633,3
1258,6634,3
1259,6638,0
1260,6647,0
1261,6649,3
1262,6650,3
1263,6655,0
1264,6661,3
1265,6664,0
1266,6672,0
1267,6692,0
1268,6693,3
1269,6695,3
1270,6696,3
1271,6697,3
1272,6704,3
1273,6705,3
1274,6710,0
1275,6712,0
1276,6714,0
1277,6721,3
1278,6733,3
1279,6734,3
1280,6738,3
1281,6746,3
1282,6747,0
1283,6748,3
1284,6754,3
1285,6756,3
1286,6764,0
1287,6765,3
1288,6768,3
1289,6769,3
1290,6774,3
1291,6778,3
1292,6779,3
1293,6784,0
1294,6801,3
1295,6803,3
1296,6806,3
1297,6808,3
1298,6810,3
1299,6819,3
1300,6820,3
1301,6821,3
1302,6828,0
1303,6851,3
1304,6860,3
1305,6895,3
1306,6897,3
1307,6899,0
1308,6901,3
1309,6905,3
1310,6907,3
1311,6910,3
1312,6915,3
1313,6921,1
1314,6933,3
1315,6937,3
1316,6938,3
1317,6945,3
1318,6956,0
1319,6961,3
1320,6968,3
1321,6969,3
1322,6978,3
1323,6981,3
1324,6986,3
1325,6987,3
1326,6990,3
1327,6993,3
1328,7002,3
1329,7013,3
1330,7015,3
1331,7019,3
1332,7025,1
1333,7027,0
1334,7038,3
1335,7039,3
1336,7042,3
1337,7044,0
1338,7045,3
1339,7054,1
1340,7058,0
1341,7069,3
1342,7075,3
1343,7076,3
1344,7077,3
1345,7079,3
1346,7084,3
1347,7088,3
1348,7095,3
1349,7103,3
1350,7119,3
1351,7120,3
1352,7130,3
1353,7136,3
1354,7139,0
1355,7144,3
1356,7149,3
1357,7151,3
1358,7168,0
1359,7175,3
1360,7185,3
1361,7191,3
1362,7205,3
1363,7207,3
1364,7209,0
1365,7228,3
1366,7231,3
1367,7233,3
1368,7239,3
1369,7244,3
1370,7245,3
1371,7259,2
1372,7261,3
1373,7262,3
1374,7264,3
1375,7267,3
1376,7278,3
1377,7279,3
1378,7282,0
1379,7285,3
1380,7287,3
1381,7293,3
1382,7296,3
1383,7297,0
1384,7304,3
1385,7305,0
1386,7309,0
1387,7310,0
1388,7314,3
1389,7321,3
1390,7322,3
1391,7326,0
1392,7327,3
1393,7331,3
1394,7336,3
1395,7337,3
1396,7338,3
1397,7342,1
1398,7355,3
1399,7358,3
1400,7359,3
1401,7374,3
1402,7385,3
1403,7386,1
1404,7388,3
1405,7389,0
1406,7392,3
1407,7402,3
1408,7407,3
1409,7410,3
1410,7412,0
1411,7418,3
1412,7419,3
1413,7420,3
1414,7427,3
1415,7429,0
1416,7430,0
1417,7431,3
1418,7436,3
1419,7440,3
1420,7441,3
1421,7442,2
1422,7449,3
1423,7453,1
1424,7460,3
1425,7463,3
1426,7465,3
1427,7470,3
1428,7480,3
1429,7492,0
1430,7497,3
1431,7501,3
1432,7503,2
1433,7504,3
1434,7520,3
1435,7543,3
1436,7544,3
1437,7557,0
1438,7562,0
1439,7563,3
1440,7565,3
1441,7572,3
1442,7579,0
1443,7580,3
1444,7581,3
1445,7584,3
1446,7587,0
1447,7597,3
1448,7600,1
1449,7601,3
1450,7603,3
1451,7608,3
1452,7618,1
1453,7632,3
1454,7636,0
1455,7637,3
1456,7641,3
1457,7643,3
1458,7647,3
1459,7649,3
1460,7655,0
1461,7658,0
1462,7660,3
1463,7665,3
1464,7676,0
1465,7684,3
1466,7685,3
1467,7693,3
1468,7695,3
1469,7696,3
1470,7701,3
1471,7703,3
1472,7709,3
1473,7711,3
1474,7713,3
1475,7720,3
1476,7732,3
1477,7738,0
1478,7739,0
1479,7743,3
1480,7744,0
1481,7746,1
1482,7751,3
1483,7757,3
1484,7762,3
1485,7767,3
1486,7774,3
1487,7775,3
1488,7777,3
1489,7792,0
1490,7806,3
1491,7809,3
1492,7810,3
1493,7816,1
1494,7818,3
1495,7821,0
1496,7823,3
1497,7827,0
1498,7831,0
1499,7832,3
1500,7833,3
1501,7839,3
1502,7846,1
1503,7847,3
1504,7853,2
1505,7855,3
1506,7871,3
1507,7874,3
1508,7875,3
1509,7890,3
1510,7892,3
1511,7896,3
1512,7903,0
1513,7907,3
1514,7908,0
1515,7910,3
1516,7911,3
1517,7912,3
1518,7923,3
1519,7924,2
1520,7926,3
1521,7927,3
1522,7958,3
1523,7961,3
1524,7962,3
1525,7967,3
1526,7971,3
1527,7981,1
1528,8007,3
1529,8012,3
1530,8014,3
1531,8022,3
1532,8028,0
1533,8033,0
1534,8046,3
1535,8054,3
1536,8058,0
1537,8059,3
1538,8061,3
1539,8070,3
1540,8072,3
1541,8079,1
1542,8085,3
1543,8086,1
1544,8091,3
1545,8094,3
1546,8100,3
1547,8105,3
1548,8106,3
1549,8110,3
1550,8116,3
1551,8118,3
1552,8121,3
1553,8132,3
1554,8141,3
1555,8142,3
1556,8144,3
1557,8148,3
1558,8156,3
1559,8158,3
1560,8161,3
1561,8167,3
1562,8170,3
1563,8173,3
1564,8180,3
1565,8182,0
1566,8185,3
1567,8187,3
1568,8198,3
1569,8199,3
1570,8207,3
1571,8209,3
1572,8211,3
1573,8215,3
1574,8216,3
1575,8220,3
1576,8221,2
1577,8224,0
1578,8228,0
1579,8232,3
1580,8237,0
1581,8240,3
1582,8241,3
1583,8243,3
1584,8245,3
1585,8248,3
1586,8257,0
1587,8265,0
1588,8267,3
1589,8270,0
1590,8273,0
1591,8274,3
1592,8275,3
1593,8278,3
1594,8280,3
1595,8282,3
1596,8289,3
1597,8290,3
1598,8300,3
1599,8303,1
1600,8308,3
1601,8310,3
1602,8320,3
1603,8323,3
1604,8334,3
1605,8337,3
1606,8338,3
1607,8340,0
1608,8349,3
1609,8351,3
1610,8354,0
1611,8355,3
1612,8356,3
1613,8357,3
1614,8359,0
1615,8362,3
1616,8364,3
1617,8365,3
1618,8388,3
1619,8392,3
1620,8394,3
1621,8396,3
1622,8406,0
1623,8414,3
1624,8417,3
1625,8418,3
1626,8419,3
1627,8420,3
1628,8422,3
1629,8425,3
1630,8431,3
1631,8432,3
1632,8433,3
1633,8435,3
1634,8436,3
1635,8440,0
1636,8442,3
1637,8448,1
1638,8450,3
1639,8454,0
1640,8479,3
1641,8485,3
1642,8492,0
1643,8494,3
1644,8500,0
1645,8502,3
1646,8506,0
1647,8516,3
1648,8518,1
1649,8524,3
1650,8527,3
1651,8530,0
1652,8533,0
1653,8535,3
1654,8537,3
1655,8545,3
1656,8548,3
1657,8551,3
1658,8578,3
1659,8588,0
1660,8589,3
1661,8596,3
1662,8601,3
1663,8611,3
1664,8627,0
1665,8639,3
1666,8650,1
1667,8651,3
1668,8652,3
1669,8656,3
1670,8657,3
1671,8661,3
1672,8662,0
1673,8664,3
1674,8671,3
1675,8672,3
1676,8677,0
1677,8678,3
1678,8687,3
1679,8693,3
1680,8703,1
1681,8706,0
1682,8723,3
1683,8727,0
1684,8730,3
1685,8736,3
1686,8737,3
1687,8742,3
1688,8746,2
1689,8747,3
1690,8748,3
1691,8752,3
1692,8761,0
1693,8763,0
1694,8765,3
1695,8770,3
1696,8777,0
1697,8779,3
1698,8782,3
1699,8787,3
1700,8790,3
1701,8792,3
1702,8801,0
1703,8803,3
1704,8805,0
1705,8806,3
1706,8810,1
1707,8812,2
1708,8814,3
1709,8816,3
1710,8832,3
1711,8841,3
1712,8842,3
1713,8843,0
1714,8844,3
1715,8845,0
1716,8846,3
1717,8849,0
1718,8852,3
1719,8855,1
1720,8856,3
1721,8868,3
1722,8871,0
1723,8873,3
1724,8893,3
1725,8894,3
1726,8896,0
1727,8903,0
1728,8910,3
1729,8914,3
1730,8920,0
1731,8924,3
1732,8930,0
1733,8934,0
1734,8939,3
1735,8941,3
1736,8944,3
1737,8946,3
1738,8957,3
1739,8959,3
1740,8975,0
1741,8982,3
1742,8984,3
1743,8986,3
1744,8991,1
1745,8999,0
1746,9004,0
1747,9006,3
1748,9007,3
1749,9011,3
1750,9029,1
1751,9036,0
1752,9049,3
1753,9055,3
1754,9058,0
1755,9062,3
1756,9066,3
1757,9070,2
1758,9082,3
1759,9083,3
1760,9084,3
1761,9095,0
1762,9097,3
1763,9104,3
1764,9106,3
1765,9119,3
1766,9135,3
1767,9141,0
1768,9142,3
1769,9143,3
1770,9148,0
1771,9152,3
1772,9158,3
1773,9163,0
1774,9172,3
1775,9174,3
1776,9185,3
1777,9192,3
1778,9194,3
1779,9195,3
1780,9197,3
1781,9199,0
1782,9208,3
1783,9209,3
1784,9213,3
1785,9214,3
1786,9220,3
1787,9221,3
1788,9238,3
1789,9239,0
1790,9244,3
1791,9249,2
1792,9250,3
1793,9251,0
1794,9257,3
1795,9259,3
1796,9261,3
1797,9274,3
1798,9279,3
1799,9290,3
1800,9291,3
1801,9292,3
1802,9303,3
1803,9320,3
1804,9321,0
1805,9326,3
1806,9330,3
1807,9333,3
1808,9338,3
1809,9341,3
1810,9352,3
1811,9364,0
1812,9365,0
1813,9372,0
1814,9376,3
1815,9378,3
1816,9382,3
1817,9410,3
1818,9413,0
1819,9415,3
1820,9420,3
1821,9422,3
1822,9429,0
1823,9432,0
1824,9436,3
1825,9437,3
1826,9441,3
1827,9452,3
1828,9459,3
1829,9461,3
1830,9465,3
1831,9468,3
1832,9473,3
1833,9476,3
1834,9481,3
1835,9482,3
1836,9486,0
1837,9493,3
1838,9500,1
1839,9501,3
1840,9503,3
1841,9509,1
1842,9512,3
1843,9513,3
1844,9514,3
1845,9516,2
1846,9519,3
1847,9520,3
1848,9530,0
1849,9531,0
1850,9533,3
1851,9534,3
1852,9536,2
1853,9541,3
1854,9543,3
1855,9552,3
1856,9561,0
1857,9573,3
1858,9577,3
1859,9589,0
1860,9613,3
1861,9615,3
1862,9618,3
1863,9628,3
1864,9642,3
1865,9655,3
1866,9657,3
1867,9658,3
1868,9667,3
1869,9675,0
1870,9676,3
1871,9682,3
1872,9692,3
1873,9703,0
1874,9709,0
1875,9719,0
1876,9720,3
1877,9724,0
1878,9725,3
1879,9729,3
1880,9734,3
1881,9743,0
1882,9746,3
1883,9752,3
1884,9757,0
1885,9760,3
1886,9773,3
1887,9786,0
1888,9788,3
1889,9792,3
1890,9798,3
1891,9806,3
1892,9816,3
1893,9817,3
1894,9825,3
