order_id,product_id,add_to_cart_order,reordered
9628,27845,7,1
9628,25513,8,1
10331,48532,1,0
10331,12341,2,1
10331,16797,3,1
10331,21903,4,1
10742,4962,1,1
10742,38544,2,1
10742,34061,3,1
10742,6891,4,1
10742,22963,5,1
10742,32743,6,1
10742,32647,7,1
10742,39468,8,1
10742,29557,9,1
10742,30529,10,1
10742,17622,11,1
10742,12492,12,1
10742,46807,13,1
10742,47719,14,1
10742,23025,15,1
10742,29479,16,1
10742,16508,17,1
10742,18176,18,1
10742,38288,19,1
10742,35951,20,1
10742,45007,21,1
10742,7051,22,1
10742,162,23,1
10742,44514,24,1
10742,1873,25,1
10742,6188,26,1
10742,13431,27,1
10742,12872,28,1
10742,20995,29,1
10742,14804,30,1
10742,38299,31,1
10742,33768,32,1
10742,4451,33,0
10742,49683,34,1
10742,47626,35,0
10827,5322,1,1
10827,18281,2,1
10827,38656,3,1
11495,19660,1,1
11576,31267,1,0
11576,48745,2,1
11576,34126,3,1
11576,3211,4,0
11604,20995,1,1
11604,16797,2,0
11604,19604,3,0
11604,5068,4,0
11604,3020,5,0
11604,47888,6,1
11604,27145,7,1
11604,42959,8,0
11604,38192,9,0
11604,35473,10,0
11857,6615,1,1
11857,32828,2,1
11857,32412,3,1
11857,32717,4,1
11857,45646,5,1
11857,24184,6,1
11923,22825,1,1
11923,2326,2,1
11923,5646,3,1
11923,17097,4,1
11923,5785,5,1
11923,4920,6,1
11923,16384,7,1
11923,49683,8,1
11923,49235,9,1
11923,17949,10,1
11923,6948,11,1
11923,24852,12,1
11923,43875,13,1
11923,34745,14,1
11923,21903,15,1
11923,47652,16,1
11923,27596,17,1
11923,40878,18,1
12069,38248,1,1
12069,13176,2,1
12069,10831,3,1
12069,20142,4,1
12069,16384,5,1
12069,36011,6,1
12069,45053,7,1
12069,28122,8,1
12069,21903,9,1
12069,29244,10,1
12069,43875,11,1
12069,32743,12,1
12069,39928,13,1
12069,37646,14,1
12069,30353,15,1
12069,39877,16,1
12069,691,17,1
12069,2966,18,1
12069,27845,19,0
12069,49235,20,1
12069,46206,21,1
12069,7781,22,1
12069,35108,23,1
12069,26940,24,1
12069,22144,25,1
12069,27423,26,1
12069,42145,27,1
12069,2447,28,1
12069,33674,29,1
12069,9595,30,0
12069,49175,31,1
12069,8670,32,1
12069,49567,33,0
12069,30011,34,0
12069,17568,35,0
12069,35973,36,0
12069,37107,37,0
12272,14553,1,1
12272,4809,2,1
12272,41806,3,1
12272,37754,4,1
12272,43143,5,1
12272,17224,6,1
12272,43654,7,1
12272,45946,8,1
12272,4920,9,1
12272,27845,10,1
12272,21137,11,1
12272,21949,12,1
12272,27086,13,1
12272,10685,14,1
12272,5479,15,1
12272,37646,16,1
12272,13641,17,1
12278,49615,1,1
12278,39479,2,0
12278,41236,3,0
12278,28805,4,0
12278,29694,5,0
12278,27307,6,1
12278,47144,7,1
12278,21878,8,0
12278,32033,9,0
12278,36393,10,1
12643,33731,1,0
12643,28289,2,1
12643,18479,3,1
12898,27845,1,1
12898,12341,2,1
12898,34551,3,1
12898,15200,4,0
13505,6104,1,1
13505,26165,2,1
13505,22035,3,1
13505,44359,4,1
13505,47766,5,1
13830,28131,1,1
13830,6716,2,0
13830,9329,3,0
13830,14621,4,0
13876,24852,1,1
13876,21914,2,1
13876,2966,3,1
13876,12858,4,1
13876,5250,5,1
13876,48946,6,1
13876,11777,7,0
13876,26604,8,1
13876,27086,9,0
13919,46061,1,0
13919,30827,2,1
14400,30415,1,0
14400,1654,2,0
14400,11079,3,1
15579,36051,1,1
15579,19660,2,1
15579,6184,3,0
15602,17207,1,1
15602,19887,2,1
15602,21903,3,0
15602,43352,4,1
15602,16797,5,0
15731,42475,1,0
15731,12341,2,1
15731,13176,3,1
15790,35649,1,1
15790,5757,2,1
15790,14233,3,1
15790,18618,4,1
15790,35496,5,0
15790,46676,6,1
15790,26165,7,1
15790,5015,8,1
15790,33135,9,1
15790,49191,10,0
15790,44632,11,1
15815,13176,1,1
15815,35782,2,1
15815,14739,3,1
15815,2326,4,1
16064,49439,1,1
16064,10831,2,1
16064,2350,3,1
16064,20748,4,1
16064,22328,5,0
16773,24535,1,1
16773,16759,2,1
16773,22935,3,1
16773,13176,4,1
16773,22825,5,1
16773,37646,6,1
16773,21405,7,1
16773,24964,8,1
16804,47042,1,1
16804,13176,2,1
16804,24184,3,0
16804,5550,4,1
16804,17600,5,1
16804,41950,6,1
16804,48476,7,1
16804,8269,8,1
17233,40939,1,1
17233,19660,2,1
17233,16797,3,1
17233,22362,4,1
17347,39561,1,0
17347,8736,2,1
17347,13292,3,1
17609,42803,1,1
17609,21137,2,1
17609,19691,3,1
17609,32478,4,1
17764,33731,1,1
17770,40962,1,1
17770,37594,2,1
17770,24852,3,1
17770,41290,4,1
17770,8574,5,1
17770,47766,6,1
17770,32647,7,1
17770,20082,8,1
17770,8912,9,1
17770,29557,10,1
17770,39468,11,1
17770,30529,12,1
17770,46807,13,1
17770,43802,14,1
17770,7781,15,1
17770,8555,16,1
17770,10305,17,1
17770,25138,18,1
17770,16797,19,1
18689,14488,1,0
18689,3706,2,0
18689,25588,3,1
18689,3265,4,0
18689,8048,5,0
18689,33768,6,0
18689,37317,7,0
18689,17924,8,0
18689,21903,9,1
18689,21288,10,0
18689,46931,11,0
19490,40742,1,1
19575,4357,1,1
19575,6250,2,1
19575,47144,3,1
19575,21344,4,1
19575,21169,5,0
19575,26756,6,1
19575,44514,7,0
19665,17341,1,1
19665,46842,2,1
19665,36943,3,1
19665,41222,4,1
19665,30146,5,1
19665,47990,6,0
19665,10840,7,1
19665,17730,8,1
19665,11076,9,1
19665,22915,10,1
19665,47585,11,1
19665,42659,12,1
19665,27801,13,1
19665,24852,14,1
19665,31915,15,1
19665,39877,16,1
19665,17316,17,1
19665,23102,18,0
19665,31683,19,1
19665,33548,20,1
19665,33791,21,1
19665,44156,22,1
19665,38241,23,1
19665,41787,24,0
19682,13176,1,1
19682,39877,2,1
19682,19057,3,1
19682,32771,4,1
19682,48034,5,0
19682,15528,6,0
19682,26307,7,0
19914,47626,1,1
19914,12395,2,1
19914,32227,3,1
19914,37496,4,1
19914,42244,5,1
19914,17948,6,1
19914,49005,7,1
19914,25779,8,1
19972,34197,1,1
19972,13176,2,1
19972,24799,3,1
19972,27966,4,1
19972,47209,5,1
19972,32018,6,1
19972,38141,7,1
19972,45495,8,1
19972,28465,9,1
19972,43154,10,1
19972,21906,11,1
19972,43662,12,1
19972,42450,13,1
19972,33815,14,1
19972,13852,15,1
19972,30489,16,1
19972,45007,17,1
19972,17948,18,1
19972,28985,19,1
19972,46906,20,1
19972,49241,21,0
20090,42562,1,1
20090,1098,2,1
20090,30956,3,1
20090,5785,4,1
20090,36801,5,0
20090,17131,6,0
20090,18184,7,0
20090,46663,8,1
20090,47993,9,1
20090,38374,10,1
20090,23165,11,0
20090,40691,12,0
20090,45633,13,0
20090,8638,14,0
20090,17338,15,0
20374,21914,1,1
20374,365,2,1
20374,45645,3,1
20374,24852,4,1
20374,27966,5,0
20374,25824,6,1
20374,40742,7,1
20374,40411,8,1
20374,26223,9,1
20374,27086,10,1
20374,26604,11,1
20374,30489,12,1
20464,34969,1,1
20464,45123,2,1
20464,4472,3,1
20464,21903,4,1
20464,2670,5,1
20464,22959,6,1
20464,7156,7,1
20836,31964,1,1
20836,49191,2,1
20836,39947,3,1
20836,12576,4,1
20836,44632,5,1
20836,35221,6,1
21295,32227,1,1
21295,37496,2,1
21295,42244,3,1
21295,47626,4,1
21295,41007,5,1
21295,35418,6,0
21295,45645,7,0
21295,17224,8,0
21295,20876,9,0
21295,12395,10,1
21399,45007,1,1
21399,21903,2,1
21399,47209,3,1
21399,17794,4,1
21399,28985,5,1
21399,41950,6,0
21399,8424,7,0
21399,48679,8,0
21399,19678,9,0
21399,34243,10,0
21399,10974,11,0
21399,13176,12,1
21399,41844,13,1
21399,5785,14,1
21399,34335,15,1
21399,8277,16,1
21399,25852,17,1
21399,13548,18,1
21399,47626,19,1
21399,21137,20,1
21399,41787,21,1
21399,17273,22,1
21399,22281,23,1
21399,23719,24,1
21399,26315,25,0
21979,24852,1,1
21979,13166,2,1
21979,3896,3,1
21979,47034,4,1
21979,22298,5,1
21979,21137,6,1
21979,46906,7,1
21979,12312,8,1
22036,12341,1,1
22195,19828,1,0
22195,24135,2,0
22195,13176,3,0
22195,8953,4,0
22195,37752,5,1
22195,12341,6,0
22195,4724,7,1
22610,19894,1,1
22610,39475,2,1
22610,6375,3,1
22610,47626,4,1
22610,38730,5,1
22610,30750,6,0
22610,48559,7,0
22640,8056,1,1
22640,21019,2,1
22640,25513,3,1
22640,33716,4,1
22640,12858,5,1
22640,19003,6,1
22640,5131,7,1
22640,1450,8,1
22640,19862,9,1
22640,31040,10,1
22640,38159,11,1
22640,30489,12,1
22640,39408,13,1
22686,30776,1,1
22686,19894,2,1
22686,45603,3,1
22686,48559,4,1
22686,8736,5,0
22686,22825,6,1
22686,3007,7,0
22686,20794,8,1
22790,329,1,1
22790,17871,2,1
22790,20842,3,1
22790,10749,4,1
22790,20114,5,1
22790,21903,6,1
22790,21938,7,1
22790,9155,8,1
22790,13176,9,1
22790,17902,10,1
22790,26604,11,1
22864,23060,1,1
22864,33000,2,1
22864,26165,3,1
22864,24852,4,1
22864,34745,5,1
22864,34134,6,1
22864,33731,7,1
22864,43875,8,1
22864,6948,9,1
22936,41220,1,1
22936,13176,2,1
24122,37646,1,1
24122,21616,2,0
24122,27521,3,0
24122,33232,4,0
24122,6347,5,1
24122,141,6,0
24122,13829,7,0
24122,30146,8,0
24122,20876,9,0
24122,23579,10,0
24122,26751,11,0
24122,45066,12,0
25111,13292,1,1
25111,5077,2,1
27143,24852,1,1
27143,13249,2,1
27143,24555,3,1
27143,33548,4,1
27143,2846,5,0
27143,16696,6,0
27143,41242,7,1
27143,1115,8,0
27434,47734,1,1
27434,3952,2,0
27434,27277,3,1
27434,2272,4,0
27434,43609,5,1
27584,40233,1,0
27584,36695,2,0
27584,24852,3,1
27584,39877,4,0
27584,33055,5,0
27584,16185,6,1
27584,46676,7,1
27584,7963,8,1
27584,22935,9,0
27584,37825,10,0
27690,1826,1,0
27690,27801,2,0
27690,16696,3,0
27813,8571,1,1
27813,33768,2,1
27813,8048,3,1
27813,43352,4,1
27813,16797,5,1
27813,31846,6,1
27813,8803,7,1
27813,16283,8,1
27813,7249,9,1
27813,26115,10,1
27813,6087,11,0
27813,21573,12,1
27813,32303,13,0
27813,12899,14,1
27813,33147,15,1
27813,32689,16,1
28009,13176,1,1
28009,37752,2,1
28047,46149,1,1
28047,30486,2,0
28517,21573,1,1
28517,30450,2,0
28517,37317,3,0
28517,12341,4,1
28517,16974,5,1
28635,16974,1,0
28635,23288,2,1
28987,21386,1,1
28987,19660,2,1
29681,36330,1,1
29681,37646,2,1
29758,13176,1,1
29758,196,2,1
29758,43154,3,1
29803,43154,1,1
29803,28204,2,1
29803,19660,3,1
29803,45007,4,1
30874,329,1,1
30874,17871,2,1
30874,21903,3,1
30874,47888,4,1
30874,10749,5,1
30874,20114,6,1
30874,3020,7,1
30874,21938,8,1
30874,45066,9,1
30874,47167,10,1
30874,14992,11,1
30874,13176,12,1
30874,37029,13,1
30874,12791,14,1
30874,9155,15,1
30874,17902,16,1
30874,16617,17,1
30874,2825,18,1
30874,15386,19,1
30874,5818,20,0
30874,39928,21,1
30874,5933,22,1
32084,21386,1,0
32084,42500,2,1
32084,19660,3,1
32084,5258,4,1
32084,11759,5,0
32158,24852,1,1
32158,26165,2,1
32158,13517,3,1
32158,22035,4,1
32158,17949,5,1
32158,27548,6,1
32158,49683,7,1
32158,22825,8,1
32158,40878,9,1
32158,21903,10,1
32158,14651,11,1
32158,2657,12,1
32158,23375,13,0
32158,28204,14,0
32281,9550,1,1
32281,11421,2,1
32281,24852,3,1
32281,4920,4,1
32281,37766,5,1
32281,28204,6,1
32281,25340,7,1
32281,21137,8,1
32281,39877,9,1
32281,32463,10,0
32316,24852,1,1
32316,35221,2,1
32316,21709,3,1
32316,17949,4,0
32482,6104,1,0
32482,26165,2,0
32482,22035,3,0
32482,27845,4,0
33082,38012,1,0
33082,46020,2,0
33082,44910,3,0
33082,29662,4,0
33082,42736,5,0
33082,27323,6,1
33496,5322,1,1
33496,47738,2,1
33496,37606,3,1
33496,38656,4,1
33496,17224,5,1
33496,43721,6,0
33849,28413,1,1
33849,46931,2,1
33849,13634,3,1
33849,4724,4,1
34109,37646,1,1
34109,14399,2,1
34109,28465,3,1
34109,45763,4,1
34109,47209,5,1
34109,24852,6,1
34109,26714,7,1
34109,36361,8,1
34164,29436,1,1
34164,3957,2,1
34164,36484,3,1
34164,3977,4,0
34164,40878,5,0
34430,35914,1,1
34430,36801,2,1
34430,18184,3,1
34430,33543,4,1
34430,8638,5,1
34430,1098,6,1
34430,42562,7,1
34430,30956,8,1
34430,18627,9,1
34758,13176,1,0
34758,43122,2,0
34758,8174,3,0
34868,40541,1,1
34868,29480,2,0
34868,24964,3,1
34868,44780,4,1
34868,5473,5,1
35468,21288,1,1
35468,21137,2,1
35608,35652,1,0
35608,35561,2,0
36783,40541,1,1
36783,23368,2,1
36783,28601,3,1
36783,19660,4,1
36783,3826,5,1
36783,12008,6,1
36783,28985,7,1
36783,23165,8,1
36783,48745,9,1
36783,44780,10,1
36783,747,11,1
36783,39456,12,1
36783,31717,13,1
36783,46979,14,1
36783,46667,15,1
36783,10621,16,1
36783,5991,17,1
36783,44306,18,0
36783,21841,19,0
36783,46971,20,0
36783,35734,21,0
36783,36957,22,0
36783,35140,23,1
37227,15697,1,1
37227,10210,2,1
37227,25010,3,1
37227,21953,4,1
37227,3211,5,1
37227,24852,6,1
37227,14704,7,0
37227,28199,8,1
37227,21704,9,1
37227,15741,10,1
37227,45635,11,1
37227,23685,12,1
37227,7677,13,1
37227,40678,14,1
37227,47639,15,1
37227,4314,16,1
37227,29262,17,1
37227,18695,18,1
37227,35522,19,1
37503,30391,1,1
37503,23622,2,1
37503,1244,3,1
37503,24768,4,0
37893,27845,1,1
37893,39001,2,1
37893,31985,3,1
37893,9839,4,1
37893,21292,5,1
38214,35604,1,1
38214,46955,2,1
38280,20947,1,1
38280,47144,2,1
38280,48559,3,1
38280,27966,4,1
38280,19022,5,1
38280,24852,6,1
38280,1398,7,1
38280,11712,8,1
38280,39794,9,1
38280,26604,10,1
38280,19706,11,1
38280,10305,12,1
38280,41290,13,0
38280,45066,14,1
38280,9421,15,0
38280,27845,16,1
38280,14651,17,0
38515,11364,1,1
38515,46955,2,1
38515,44295,3,1
38515,7673,4,1
38515,6837,5,1
38519,20082,1,1
38519,24852,2,1
38519,20119,3,1
38519,35221,4,1
38519,44632,5,1
38519,28204,6,1
38519,14947,7,1
38519,22400,8,1
38519,31683,9,1
38519,27316,10,1
38519,27086,11,1
38958,18176,1,0
38958,21162,2,0
38958,4163,3,1
38958,6532,4,1
38958,45767,5,1
38958,47167,6,1
38958,17949,7,1
39033,15229,1,1
39033,28985,2,1
39033,6454,3,0
39033,43154,4,1
39033,26728,5,1
39033,3030,6,1
39033,24020,7,0
39033,21614,8,1
39033,42625,9,0
39033,1035,10,1
39073,13176,1,1
39073,14678,2,0
39073,31985,3,1
39188,24852,1,1
39188,43967,2,1
39188,27077,3,1
39188,35336,4,1
39188,41787,5,1
39188,29615,6,1
39188,10702,7,0
39196,4472,1,0
39196,46820,2,0
39196,19677,3,1
39196,18926,4,1
39196,13176,5,1
39196,106,6,1
39208,21386,1,1
39208,19660,2,1
39428,19894,1,1
39428,39475,2,1
39428,47626,3,1
39428,35003,4,1
39428,6902,5,1
39527,34551,1,1
39527,6615,2,0
39527,30827,3,1
39527,12341,4,1
39527,13176,5,1
39527,43352,6,1
39527,21903,7,1
39992,23102,1,1
39992,40174,2,1
39992,432,3,1
39992,5212,4,0
39992,32433,5,1
39992,31955,6,1
39992,4605,7,0
40086,41787,1,1
40086,39428,2,1
40086,10305,3,1
40086,45066,4,1
40086,28930,5,1
40086,13425,6,1
40086,36779,7,1
40086,36755,8,1
40086,25569,9,0
40159,39628,1,1
40159,6348,2,1
40159,2314,3,1
40159,33845,4,1
40159,16349,5,1
40368,17319,1,0
40368,18090,2,0
40368,27966,3,0
40368,13870,4,0
40368,30117,5,0
40368,18765,6,0
40368,45437,7,0
40368,47521,8,0
40368,48523,9,0
40368,2361,10,0
40368,21463,11,0
40375,43352,1,1
40375,6184,2,1
40375,20940,3,1
40375,21288,4,1
40375,16797,5,1
40375,30450,6,1
40445,9424,1,1
40445,41375,2,1
40445,25081,3,1
40445,46050,4,1
41194,30591,1,1
41194,13176,2,1
41194,21385,3,1
41194,30827,4,1
41194,16797,5,1
41194,25653,6,1
41194,6184,7,1
41194,8048,8,1
41194,3798,9,1
41194,19691,10,1
41194,20448,11,1
41194,9076,12,0
41196,4756,1,1
41196,40199,2,1
41196,19006,3,1
41196,17429,4,1
41196,15906,5,1
41196,4920,6,1
41196,11046,7,1
41196,44278,8,1
41797,45603,1,1
41797,22623,2,1
41797,39180,3,0
41797,3143,4,1
41797,48559,5,1
41797,19894,6,1
41797,30776,7,1
41797,17709,8,0
41797,31717,9,0
41797,4862,10,0
41797,12409,11,0
42475,48762,1,1
42475,42803,2,1
42475,43352,3,1
42475,21137,4,1
42947,26165,1,1
42947,2966,2,1
42947,8230,3,0
42947,12252,4,1
42947,31635,5,0
42947,15984,6,0
42996,32303,1,1
42996,19691,2,1
42996,31651,3,1
42996,3798,4,1
43345,27845,1,1
43345,24535,2,1
43345,22935,3,1
43345,41950,4,1
43345,30305,5,1
43345,35264,6,1
43345,21903,7,1
43345,7948,8,1
43345,14992,9,1
43755,19660,1,1
43867,26209,1,1
43867,42958,2,1
43867,13646,3,1
43867,37003,4,1
43867,31504,5,1
43867,5206,6,1
44368,11399,1,1
44368,7026,2,1
44368,25926,3,1
44368,49609,4,1
44368,7350,5,1
44368,48988,6,1
44368,26620,7,1
44368,13596,8,1
44368,17530,9,1
44368,5487,10,1
44368,22491,11,1
44368,49519,12,1
44368,22832,13,1
44368,10339,14,1
44368,45343,15,1
44368,48453,16,1
44368,7808,17,1
44368,1118,18,1
44368,4952,19,1
44368,10759,20,1
45382,27845,1,1
45382,24535,2,1
45382,41950,3,1
45382,21137,4,1
45382,38777,5,1
45382,45007,6,1
45382,21405,7,1
45382,34243,8,1
45382,43122,9,1
45382,47601,10,1
45382,31717,11,1
45382,14992,12,1
45382,21903,13,1
45413,25890,1,1
45413,45007,2,1
45413,38730,3,1
45413,2295,4,0
45413,31477,5,1
45537,23288,1,1
45537,16974,2,1
45537,11759,3,1
45537,21769,4,0
45537,4913,5,0
45607,47823,1,1
45607,41950,2,1
45607,22935,3,0
45607,22475,4,0
45607,6719,5,0
45607,46075,6,0
45758,39427,1,1
45758,41375,2,1
45758,19604,3,1
45758,33493,4,0
45758,10523,5,0
45758,31044,6,1
45758,16797,7,1
45758,46050,8,1
45758,32819,9,0
45758,17513,10,0
45758,14536,11,1
45758,9424,12,0
45758,43891,13,0
45804,41198,1,1
45804,26165,2,1
45804,49439,3,1
45804,1653,4,0
45804,27243,5,1
45804,24535,6,0
45804,23375,7,1
45804,9839,8,0
45804,43421,9,1
45804,43371,10,0
45956,1194,1,1
45956,3873,2,1
45956,365,3,1
45956,30021,4,1
45956,47626,5,0
45956,34350,6,1
46053,45603,1,1
46053,6287,2,1
46053,20947,3,1
46053,20794,4,1
46053,8736,5,1
46053,14809,6,0
46053,9421,7,1
46053,30776,8,1
46053,22035,9,1
46053,6348,10,0
46053,25837,11,0
46053,4957,12,0
46053,8174,13,1
46406,17110,1,0
46406,455,2,0
46406,48335,3,1
46406,20876,4,1
46584,35561,1,0
47056,21137,1,1
47056,29387,2,1
47056,26668,3,1
47056,19057,4,1
47056,17600,5,1
47056,37065,6,1
47056,29487,7,1
47056,8140,8,1
47056,13176,9,1
47056,7649,10,1
47246,4138,1,1
47246,24852,2,1
47246,42443,3,1
47246,15697,4,1
47246,10210,5,1
47246,35208,6,1
47246,44766,7,0
47246,28908,8,0
47246,3585,9,1
47246,8868,10,1
47246,33209,11,0
47246,677,12,0
47246,23696,13,1
47347,20119,1,1
47347,24852,2,1
47347,44632,3,1
47347,35221,4,1
47347,34160,5,1
47347,432,6,1
47347,20082,7,1
47347,25513,8,1
47398,1194,1,0
47520,19057,1,1
47520,28545,2,1
47520,22475,3,1
47520,37646,4,1
47520,15566,5,1
47520,49664,6,0
48312,27845,1,0
48312,16965,2,0
48312,7412,3,1
48312,9444,4,0
48312,48109,5,0
48312,14780,6,1
48312,34091,7,1
48464,4605,1,0
48464,25659,2,0
48464,14976,3,0
48464,41006,4,0
48464,9598,5,0
48464,34069,6,0
48464,32665,7,0
48464,43122,8,0
48464,14161,9,0
48464,47734,10,0
48464,47766,11,0
48464,48679,12,0
48660,38544,1,1
48660,16508,2,1
48660,4962,3,1
48660,47766,4,1
48660,20082,5,1
48660,17622,6,1
48660,29479,7,1
48660,16981,8,1
48660,23025,9,1
48660,744,10,1
48660,27548,11,1
48660,6891,12,1
48660,12754,13,1
48660,21137,14,1
48660,25340,15,1
48660,39468,16,1
48660,47719,17,1
48660,5805,18,1
48660,32647,19,1
48660,5491,20,1
48660,37003,21,1
48660,29557,22,1
48660,8912,23,1
48660,37718,24,1
48660,32743,25,1
48660,25824,26,1
48660,30529,27,1
48660,12820,28,1
48660,21914,29,0
48660,10551,30,0
49341,23288,1,1
49341,9358,2,1
49951,5258,1,1
50031,44622,1,1
50031,13176,2,1
50031,31066,3,0
50031,932,4,1
50031,9913,5,1
50139,27845,1,1
50139,37067,2,1
50139,17314,3,1
50556,21891,1,0
50867,34121,1,1
50867,24852,2,1
50867,11961,3,0
50867,23374,4,1
50867,43486,5,1
50867,802,6,1
50867,26369,7,1
50867,21872,8,1
50867,35939,9,1
50867,32864,10,0
50887,11063,1,1
50887,43740,2,1
50887,10351,3,1
50887,35121,4,1
50887,30571,5,1
50887,27086,6,0
50896,6182,1,1
50896,3957,2,1
50927,1463,1,1
50927,15399,2,1
50927,47626,3,0
50927,43735,4,1
50927,2086,5,1
50927,31506,6,1
50985,3957,1,1
50985,20542,2,1
50985,20084,3,1
50985,24363,4,1
50985,47823,5,1
50985,27966,6,1
50985,32467,7,0
50985,35121,8,0
50985,43126,9,0
50999,8424,1,1
50999,40709,2,1
50999,5450,3,1
50999,43772,4,1
50999,8193,5,1
50999,32857,6,0
50999,21329,7,0
50999,9171,8,0
51223,24852,1,1
51260,18202,1,1
51260,23102,2,1
51260,3166,3,0
51260,812,4,0
51260,21137,5,0
51260,37188,6,1
51260,39040,7,1
51260,9681,8,0
51342,18980,1,0
51342,24852,2,1
51342,31338,3,1
51342,28204,4,1
51342,46906,5,1
51342,4920,6,1
51342,39877,7,1
51342,39947,8,1
51342,12576,9,1
51342,17191,10,1
51342,14947,11,1
